response_id,model,task,sensory_count,emotional_count,tech_count
d4b15b4ff562,Kimi-K2.7-Code,历史场景叙事,5,0,0
e5a9e1fb8bd5,Kimi-K2.7-Code,沉浸式体验设计,7,0,17
58a178b59a15,Kimi-K2.7-Code,博物馆导览讲解,3,0,0
5d8fce9652e5,Kimi-K2.7-Code,历史场景叙事,8,0,0
1ef2140d7c3d,Kimi-K2.7-Code,沉浸式体验设计,3,2,19
85f832031264,DeepSeek-V4-Pro,博物馆导览讲解,2,0,0
375982f81ff4,DeepSeek-V4-Pro,历史场景叙事,3,0,0
62bac79c1c62,DeepSeek-V4-Pro,沉浸式体验设计,12,0,17
7ff7c5f50cb0,DeepSeek-V4-Pro,博物馆导览讲解,0,0,0
a13864c908fc,DeepSeek-V4-Pro,历史场景叙事,7,0,0
53a9a48f664a,DeepSeek-V4-Pro,沉浸式体验设计,7,1,7
40a59a882763,DeepSeek-V4-Pro,博物馆导览讲解,10,1,0
c78eeb6f3867,DeepSeek-V4-Pro,历史场景叙事,2,0,0
0b13aca57912,DeepSeek-V4-Pro,沉浸式体验设计,2,0,16
94f3f9663fc0,DeepSeek-V4-Pro,博物馆导览讲解,4,0,0
9ac485247c43,DeepSeek-V4-Pro,历史场景叙事,5,0,0
f5cb6f09027d,DeepSeek-V4-Pro,沉浸式体验设计,4,0,9
e82160db22f8,DeepSeek-V4-Pro,博物馆导览讲解,10,0,0
c00fad6b4be5,DeepSeek-V4-Pro,历史场景叙事,3,0,0
e8547d04e269,DeepSeek-V4-Pro,沉浸式体验设计,14,3,15
51d6c386cecc,DeepSeek-V4-Pro,博物馆导览讲解,10,0,0
c6cb882542eb,DeepSeek-V4-Pro,历史场景叙事,12,0,0
57356268cd4f,DeepSeek-V4-Pro,沉浸式体验设计,2,3,28
eb069b01431a,DeepSeek-V4-Pro,博物馆导览讲解,4,0,0
e3648c2bd2a9,DeepSeek-V4-Pro,历史场景叙事,3,0,0
1e69b975efe1,DeepSeek-V4-Pro,沉浸式体验设计,10,0,9
42ed39dbe256,DeepSeek-V4-Pro,博物馆导览讲解,10,1,0
60d827a8d810,DeepSeek-V4-Pro,历史场景叙事,12,0,0
7501908e9cbb,DeepSeek-V4-Pro,沉浸式体验设计,16,0,11
664a66c7faad,DeepSeek-V4-Pro,博物馆导览讲解,9,3,0
1ac0d77de4d6,DeepSeek-V4-Pro,历史场景叙事,6,2,0
7cd9eb9db4c9,DeepSeek-V4-Pro,沉浸式体验设计,11,2,9
19c4401d7262,DeepSeek-V4-Pro,博物馆导览讲解,6,0,0
32df32a654ed,DeepSeek-V4-Pro,历史场景叙事,9,1,0
4378b0da2dbf,DeepSeek-V4-Pro,沉浸式体验设计,4,1,13
c6a5ebf19cef,DeepSeek-V4-Pro,博物馆导览讲解,11,0,0
e44233f01700,DeepSeek-V4-Pro,历史场景叙事,5,2,0
cceb6af9d1fb,DeepSeek-V4-Pro,沉浸式体验设计,6,3,18
f6a6b7817027,DeepSeek-V4-Pro,博物馆导览讲解,13,3,0
fab3b2651438,DeepSeek-V4-Pro,历史场景叙事,8,0,0
1f23afa1a41f,DeepSeek-V4-Pro,沉浸式体验设计,5,1,28
9eadc02d9b10,DeepSeek-V4-Pro,博物馆导览讲解,2,0,0
9a52b006e760,DeepSeek-V4-Pro,历史场景叙事,8,0,1
1de168bcfae0,DeepSeek-V4-Pro,沉浸式体验设计,13,1,16
293230b77b0c,DeepSeek-V4-Pro,博物馆导览讲解,5,0,0
e0e44d77f4b5,DeepSeek-V4-Pro,历史场景叙事,7,0,0
aad973e8cf4d,DeepSeek-V4-Pro,沉浸式体验设计,11,1,21
f743f4446bb1,DeepSeek-V4-Pro,博物馆导览讲解,9,2,0
510521d21b19,DeepSeek-V4-Pro,历史场景叙事,7,0,0
c6c4e45b02af,DeepSeek-V4-Pro,沉浸式体验设计,19,2,17
66a634b36e65,DeepSeek-V4-Pro,博物馆导览讲解,7,0,0
ee1a0f4b27a9,DeepSeek-V4-Pro,历史场景叙事,0,0,0
0b3d02feeacc,DeepSeek-V4-Pro,沉浸式体验设计,10,2,24
54cb2649379d,DeepSeek-V4-Pro,博物馆导览讲解,0,0,0
ff98385d066d,DeepSeek-V4-Pro,历史场景叙事,12,0,0
c779761dc10b,DeepSeek-V4-Pro,沉浸式体验设计,4,1,14
9ca1b4ce4a6a,DeepSeek-V4-Pro,博物馆导览讲解,6,0,0
4ea35dfc39b3,DeepSeek-V4-Pro,历史场景叙事,7,0,0
54f077271c63,DeepSeek-V4-Pro,沉浸式体验设计,10,1,34
dd48b7f9261a,DeepSeek-V4-Pro,博物馆导览讲解,4,1,0
90bbd9873cc4,DeepSeek-V4-Pro,历史场景叙事,11,1,0
5bbbde7d04a2,DeepSeek-V4-Pro,沉浸式体验设计,8,0,18
2f42d1bfbf5b,DeepSeek-V4-Pro,博物馆导览讲解,8,0,0
36389b2255d9,DeepSeek-V4-Pro,历史场景叙事,8,0,0
6d3d13a6dad7,DeepSeek-V4-Pro,沉浸式体验设计,5,1,10
ce777690b1db,DeepSeek-V4-Flash,博物馆导览讲解,4,1,0
57bcc0dde1b3,DeepSeek-V4-Flash,历史场景叙事,5,0,0
18afa715b17c,DeepSeek-V4-Flash,沉浸式体验设计,6,1,23
b4c89d6ac4c8,DeepSeek-V4-Flash,博物馆导览讲解,6,0,0
47e1ec0ebc98,DeepSeek-V4-Flash,历史场景叙事,3,0,0
aa5f01de5da2,DeepSeek-V4-Flash,沉浸式体验设计,8,2,19
c4513d7d2b6a,DeepSeek-V4-Flash,博物馆导览讲解,7,0,0
cde4eac347d1,DeepSeek-V4-Flash,历史场景叙事,7,0,0
bb190b36dc85,DeepSeek-V4-Flash,沉浸式体验设计,7,0,25
1bae406d5454,DeepSeek-V4-Flash,博物馆导览讲解,3,1,0
ceae670f19fb,DeepSeek-V4-Flash,历史场景叙事,3,1,0
2500a3fca305,DeepSeek-V4-Flash,沉浸式体验设计,4,0,15
cb420c1329e6,DeepSeek-V4-Flash,博物馆导览讲解,9,0,0
d27042408be2,DeepSeek-V4-Flash,历史场景叙事,7,0,0
2cd5bce1ec7f,DeepSeek-V4-Flash,沉浸式体验设计,8,0,23
a5bfe3c50934,DeepSeek-V4-Flash,博物馆导览讲解,3,1,0
37d34d60299d,DeepSeek-V4-Flash,历史场景叙事,12,0,0
b261d721430e,DeepSeek-V4-Flash,沉浸式体验设计,10,0,25
aec4a6a6ddbb,DeepSeek-V4-Flash,博物馆导览讲解,4,0,0
09befbbac102,DeepSeek-V4-Flash,历史场景叙事,9,1,0
fbc2f08d3b38,DeepSeek-V4-Flash,沉浸式体验设计,7,0,13
de906402f77d,DeepSeek-V4-Flash,博物馆导览讲解,6,1,0
3df53974277c,DeepSeek-V4-Flash,历史场景叙事,8,2,0
063efa38ecb0,DeepSeek-V4-Flash,沉浸式体验设计,9,2,16
618ebb819dbd,DeepSeek-V4-Flash,博物馆导览讲解,5,1,0
8858121149ff,DeepSeek-V4-Flash,历史场景叙事,7,0,0
ea4346ee70fa,DeepSeek-V4-Flash,沉浸式体验设计,12,0,21
16ad36427d6f,DeepSeek-V4-Flash,博物馆导览讲解,7,0,0
2751751dc08f,DeepSeek-V4-Flash,历史场景叙事,22,0,0
efc3c54f13f6,DeepSeek-V4-Flash,沉浸式体验设计,8,0,14
9939916dfa1c,DeepSeek-V4-Flash,博物馆导览讲解,5,0,0
b9d1d17a5e0a,DeepSeek-V4-Flash,历史场景叙事,1,1,0
f2becab1eeeb,DeepSeek-V4-Flash,沉浸式体验设计,13,2,20
85ddd395b454,DeepSeek-V4-Flash,博物馆导览讲解,12,1,0
d6b47b5d0886,DeepSeek-V4-Flash,历史场景叙事,3,0,0
59beb116f502,DeepSeek-V4-Flash,沉浸式体验设计,5,0,15
232457a95a66,DeepSeek-V4-Flash,博物馆导览讲解,9,0,0
abc4086e206c,DeepSeek-V4-Flash,历史场景叙事,3,1,0
29c5584f164a,DeepSeek-V4-Flash,沉浸式体验设计,11,1,16
b157736e89c8,DeepSeek-V4-Flash,博物馆导览讲解,4,0,0
a6a41ce22b45,DeepSeek-V4-Flash,历史场景叙事,12,0,0
5ec1a5a89038,DeepSeek-V4-Flash,沉浸式体验设计,5,1,26
48299274fc3f,DeepSeek-V4-Flash,博物馆导览讲解,13,3,0
34f50718370c,DeepSeek-V4-Flash,历史场景叙事,7,0,0
d49aafe54fb4,DeepSeek-V4-Flash,沉浸式体验设计,12,0,16
32113b75ea69,DeepSeek-V4-Flash,博物馆导览讲解,8,0,0
103c5eb8f7ed,DeepSeek-V4-Flash,历史场景叙事,6,1,1
83c5d6704f2c,DeepSeek-V4-Flash,沉浸式体验设计,4,0,22
60828744c565,DeepSeek-V4-Flash,博物馆导览讲解,5,2,0
623199897d43,DeepSeek-V4-Flash,历史场景叙事,7,0,0
5924200cc11e,DeepSeek-V4-Flash,沉浸式体验设计,8,1,23
8f47ed3e901a,DeepSeek-V4-Flash,博物馆导览讲解,5,1,0
d5b632726301,DeepSeek-V4-Flash,历史场景叙事,6,1,0
0b730ac22df3,DeepSeek-V4-Flash,沉浸式体验设计,12,3,35
0395882382f3,DeepSeek-V4-Flash,博物馆导览讲解,5,1,0
b45ddbb5aa19,DeepSeek-V4-Flash,历史场景叙事,6,1,0
f4b525c860be,DeepSeek-V4-Flash,沉浸式体验设计,8,2,22
fe5530a0517d,DeepSeek-V4-Flash,博物馆导览讲解,3,1,0
46af2ef3466d,DeepSeek-V4-Flash,历史场景叙事,1,0,0
5f10ed55cc1d,DeepSeek-V4-Flash,沉浸式体验设计,6,0,22
8b83826fabe5,Pro-Kimi-K2.6,博物馆导览讲解,6,0,0
1f1b552298ff,Pro-Kimi-K2.6,历史场景叙事,3,0,0
4289fc835fff,Pro-Kimi-K2.6,沉浸式体验设计,11,0,26
df26d58b80be,Pro-Kimi-K2.6,博物馆导览讲解,3,1,0
50ea60364075,Pro-Kimi-K2.6,历史场景叙事,8,1,0
3b962abcd9e9,Pro-Kimi-K2.6,沉浸式体验设计,6,1,17
52937f227f4b,Pro-Kimi-K2.6,博物馆导览讲解,5,0,1
d29c818353b2,Pro-Kimi-K2.6,历史场景叙事,6,2,0
98d9f962d79b,Pro-Kimi-K2.6,沉浸式体验设计,4,0,27
c0fa02361042,Pro-Kimi-K2.6,博物馆导览讲解,5,0,0
c900c432d89c,Pro-Kimi-K2.6,历史场景叙事,4,0,0
a96d9484bd80,Pro-Kimi-K2.6,沉浸式体验设计,8,0,32
64151b5518af,Pro-Kimi-K2.6,博物馆导览讲解,2,0,0
9dafdefa692c,Pro-Kimi-K2.6,历史场景叙事,9,1,0
3ba1e01de707,Pro-Kimi-K2.6,沉浸式体验设计,11,1,11
112509eac517,Pro-Kimi-K2.6,博物馆导览讲解,9,1,0
70dc8122a4c6,Pro-Kimi-K2.6,历史场景叙事,13,0,0
ddcc36dd0e06,Pro-Kimi-K2.6,沉浸式体验设计,8,1,20
c9e02d3409ee,Pro-Kimi-K2.6,博物馆导览讲解,1,0,0
d0c86b64f083,Pro-Kimi-K2.6,历史场景叙事,4,0,0
a9507bf95fba,Pro-Kimi-K2.6,沉浸式体验设计,15,1,14
3b59083d5b0f,Pro-Kimi-K2.6,博物馆导览讲解,0,0,0
315daa5e05d3,Pro-Kimi-K2.6,历史场景叙事,4,0,0
8b82341e799a,Pro-Kimi-K2.6,沉浸式体验设计,12,0,15
86b2943fe0b7,Pro-Kimi-K2.6,博物馆导览讲解,10,0,0
61cb991294d5,Pro-Kimi-K2.6,历史场景叙事,7,1,0
57b06f3dbb51,Pro-Kimi-K2.6,沉浸式体验设计,11,1,6
6ffd5d61c97f,Pro-Kimi-K2.6,博物馆导览讲解,12,0,0
891dbff0b5b1,Pro-Kimi-K2.6,历史场景叙事,15,1,0
95576f4189e6,Pro-Kimi-K2.6,沉浸式体验设计,12,2,14
55e08571ee12,Pro-Kimi-K2.6,博物馆导览讲解,7,0,0
728e259fcae4,Pro-Kimi-K2.6,历史场景叙事,8,0,0
4283d8a88ff4,Pro-Kimi-K2.6,沉浸式体验设计,11,2,14
21f4a3ec2dec,Pro-Kimi-K2.6,博物馆导览讲解,3,0,0
9c2267f06c6e,Pro-Kimi-K2.6,历史场景叙事,4,1,0
8d6ebe322ae2,Pro-Kimi-K2.6,沉浸式体验设计,9,2,18
80d1985e6854,Pro-Kimi-K2.6,博物馆导览讲解,6,1,0
1ebb7e52002d,Pro-Kimi-K2.6,历史场景叙事,8,1,0
354f234416d6,Pro-Kimi-K2.6,沉浸式体验设计,9,1,13
3507bcd971b5,Pro-Kimi-K2.6,博物馆导览讲解,6,0,0
c59ac7a963f3,Pro-Kimi-K2.6,历史场景叙事,14,0,0
dad693c2cc37,Pro-Kimi-K2.6,沉浸式体验设计,8,1,13
264a7cb2d359,Pro-Kimi-K2.6,博物馆导览讲解,14,0,0
34065ff235bd,Pro-Kimi-K2.6,历史场景叙事,3,1,0
ee01b34881b3,Pro-Kimi-K2.6,沉浸式体验设计,11,2,9
288446134a7e,Pro-Kimi-K2.6,博物馆导览讲解,4,0,0
65448d0d9423,Pro-Kimi-K2.6,历史场景叙事,5,0,1
070cd67602c8,Pro-Kimi-K2.6,沉浸式体验设计,5,1,16
ff63d174c1b0,Pro-Kimi-K2.6,博物馆导览讲解,0,0,0
c0d7286373ca,Pro-Kimi-K2.6,历史场景叙事,13,0,0
c70f4f4591ca,Pro-Kimi-K2.6,沉浸式体验设计,4,0,15
059148dde2e5,Pro-Kimi-K2.6,博物馆导览讲解,4,0,0
9fa3aeb47b85,Pro-Kimi-K2.6,历史场景叙事,9,0,0
d8ae1a80fd7f,Pro-Kimi-K2.6,沉浸式体验设计,9,0,12
c282529d6850,Pro-Kimi-K2.6,博物馆导览讲解,10,1,0
c62c72dc343e,Pro-Kimi-K2.6,历史场景叙事,4,0,0
eb4edc70655e,Pro-Kimi-K2.6,沉浸式体验设计,9,2,11
e140e2c53470,Pro-Kimi-K2.6,博物馆导览讲解,3,0,0
6a853a820e2d,Pro-Kimi-K2.6,历史场景叙事,3,1,0
e63866811c34,Pro-Kimi-K2.6,沉浸式体验设计,9,1,18
7ffb0074d834,Pro-GLM-5.1,博物馆导览讲解,4,0,0
292724708078,Pro-GLM-5.1,历史场景叙事,2,0,0
6555f0b57d7b,Pro-GLM-5.1,沉浸式体验设计,12,2,9
934c77ff1aae,Pro-GLM-5.1,博物馆导览讲解,9,1,0
f841640da9b9,Pro-GLM-5.1,历史场景叙事,17,0,0
655bcb1d5aaa,Pro-GLM-5.1,沉浸式体验设计,8,2,23
4ab1632c4fbd,Pro-GLM-5.1,博物馆导览讲解,14,0,1
3f9667dc7138,Pro-GLM-5.1,历史场景叙事,8,1,0
d0689f3c41d4,Pro-GLM-5.1,沉浸式体验设计,8,0,9
9d98ddf28f82,Pro-GLM-5.1,博物馆导览讲解,8,0,0
cae6dc1f7e2d,Pro-GLM-5.1,历史场景叙事,11,2,0
83efd5d737f6,Pro-GLM-5.1,沉浸式体验设计,10,2,16
98e861caa3e7,Pro-GLM-5.1,博物馆导览讲解,9,0,0
b563952e3f26,Pro-GLM-5.1,历史场景叙事,4,0,0
b16c35fa7b9e,Pro-GLM-5.1,沉浸式体验设计,9,1,24
fb38041fd879,Pro-GLM-5.1,博物馆导览讲解,9,1,0
53a77413e363,Pro-GLM-5.1,历史场景叙事,13,1,0
a4fae1137e4b,Pro-GLM-5.1,沉浸式体验设计,6,1,16
18d0ca5c3701,Pro-GLM-5.1,博物馆导览讲解,6,3,0
615e339e29a0,Pro-GLM-5.1,历史场景叙事,14,1,0
d21accdb19ec,Pro-GLM-5.1,沉浸式体验设计,6,0,8
c17220e1188f,Pro-GLM-5.1,博物馆导览讲解,11,1,0
fb3e381ea79a,Pro-GLM-5.1,历史场景叙事,9,1,0
dfb910161d89,Pro-GLM-5.1,沉浸式体验设计,6,5,16
5c4d4b9ceb56,Pro-GLM-5.1,博物馆导览讲解,12,2,0
3ca11b0b43c1,Pro-GLM-5.1,历史场景叙事,11,3,0
1d72640f1912,Pro-GLM-5.1,沉浸式体验设计,14,1,8
be8bb449c7c8,Pro-GLM-5.1,博物馆导览讲解,11,1,0
b17c5c02cfab,Pro-GLM-5.1,历史场景叙事,25,0,0
12f41ec70c52,Pro-GLM-5.1,沉浸式体验设计,14,1,19
18bc4148c00f,Pro-GLM-5.1,博物馆导览讲解,7,1,0
b1bad842cc72,Pro-GLM-5.1,历史场景叙事,6,2,0
74dc634e1238,Pro-GLM-5.1,沉浸式体验设计,10,1,13
f48dafa95ac7,Pro-GLM-5.1,博物馆导览讲解,6,2,0
8ae2ffdea2af,Pro-GLM-5.1,历史场景叙事,7,0,0
ec272d846bda,Pro-GLM-5.1,沉浸式体验设计,9,2,18
de131a911caa,Pro-GLM-5.1,博物馆导览讲解,5,0,0
2bf1af33b726,Pro-GLM-5.1,历史场景叙事,14,2,0
af2792bb9d89,Pro-GLM-5.1,沉浸式体验设计,10,2,14
4d76b5d1fdf3,Pro-GLM-5.1,博物馆导览讲解,13,1,0
d9581c34559f,Pro-GLM-5.1,历史场景叙事,16,0,0
381703361694,Pro-GLM-5.1,沉浸式体验设计,5,1,16
be9dd7963519,Pro-GLM-5.1,博物馆导览讲解,8,3,0
c358cf2ce880,Pro-GLM-5.1,历史场景叙事,7,1,0
10f66a43b9cf,Pro-GLM-5.1,沉浸式体验设计,6,1,11
c3b1459cff2c,Pro-GLM-5.1,博物馆导览讲解,6,0,0
c6917cb59c8d,Pro-GLM-5.1,历史场景叙事,6,1,1
5c58e9ddbe43,Pro-GLM-5.1,沉浸式体验设计,12,0,21
c6c1171dd0de,Pro-GLM-5.1,博物馆导览讲解,5,1,0
dc96785b3640,Pro-GLM-5.1,历史场景叙事,4,0,0
9e35cfce6e6d,Pro-GLM-5.1,沉浸式体验设计,2,1,4
9c45da050898,Pro-GLM-5.1,博物馆导览讲解,10,3,0
f14192331a32,Pro-GLM-5.1,历史场景叙事,8,2,0
1712be96722b,Pro-GLM-5.1,沉浸式体验设计,0,0,9
98420142f954,Pro-GLM-5.1,博物馆导览讲解,3,4,0
0e7717dab730,Pro-GLM-5.1,历史场景叙事,10,2,0
0b3eb2d80230,Pro-GLM-5.1,沉浸式体验设计,7,0,10
fc387ae150fe,Pro-GLM-5.1,博物馆导览讲解,10,0,0
ba9aa5715ea1,Pro-GLM-5.1,历史场景叙事,6,0,0
02e498d7f583,Pro-GLM-5.1,沉浸式体验设计,6,0,13
329cdb6a3ade,Nex-N2-Pro,博物馆导览讲解,0,0,0
a0840358ebac,Nex-N2-Pro,历史场景叙事,0,0,0
886c2bc99205,Nex-N2-Pro,沉浸式体验设计,0,0,0
54cee666b8b6,Nex-N2-Pro,博物馆导览讲解,0,0,0
c6f20720271c,Nex-N2-Pro,历史场景叙事,6,0,0
fbd179723986,Nex-N2-Pro,沉浸式体验设计,0,0,0
562295575f5d,Nex-N2-Pro,博物馆导览讲解,0,0,0
59cb8e7b83e6,Nex-N2-Pro,历史场景叙事,0,0,0
11587646057b,Nex-N2-Pro,沉浸式体验设计,0,0,0
1aa4917b00b9,Nex-N2-Pro,博物馆导览讲解,0,0,0
81797b7cd721,Nex-N2-Pro,历史场景叙事,0,0,0
742298273455,Nex-N2-Pro,沉浸式体验设计,0,0,0
aeef8c803367,Nex-N2-Pro,博物馆导览讲解,0,0,0
1ea6d138ec36,Nex-N2-Pro,历史场景叙事,0,0,0
e3e2aa984959,Nex-N2-Pro,沉浸式体验设计,0,0,0
9bbefcc97069,Nex-N2-Pro,博物馆导览讲解,0,0,0
40dcf7b89438,Nex-N2-Pro,历史场景叙事,0,0,0
bf5787467761,Nex-N2-Pro,沉浸式体验设计,0,0,0
0f10c74b036e,Nex-N2-Pro,博物馆导览讲解,0,0,0
9ec6626274ab,Nex-N2-Pro,历史场景叙事,0,0,0
bd7e47c675fc,Nex-N2-Pro,沉浸式体验设计,0,0,0
bc017d35499c,Nex-N2-Pro,博物馆导览讲解,0,0,0
53d7690cb429,Nex-N2-Pro,历史场景叙事,0,0,0
9e60410c11f3,Nex-N2-Pro,沉浸式体验设计,0,0,0
ee3fd7a1193e,Nex-N2-Pro,博物馆导览讲解,0,0,0
20b7cf264c52,Nex-N2-Pro,历史场景叙事,0,0,0
e7ced8903d81,Nex-N2-Pro,沉浸式体验设计,0,0,0
9c63ceda0682,Nex-N2-Pro,博物馆导览讲解,0,0,0
10662f5268d1,Nex-N2-Pro,历史场景叙事,0,0,0
d974c8eaf918,Nex-N2-Pro,沉浸式体验设计,0,0,0
b63d09d56828,Nex-N2-Pro,博物馆导览讲解,9,1,0
95976cd48262,Nex-N2-Pro,历史场景叙事,0,0,0
3648cd08ddf0,Nex-N2-Pro,沉浸式体验设计,0,0,0
e08b81f3e1f4,Nex-N2-Pro,博物馆导览讲解,0,0,0
fb3def0f7e33,Nex-N2-Pro,历史场景叙事,0,0,0
cbb39fde994e,Nex-N2-Pro,沉浸式体验设计,0,0,0
980b1509e285,Nex-N2-Pro,博物馆导览讲解,0,0,0
d6c7accf083c,Nex-N2-Pro,历史场景叙事,0,0,0
30620aab66f6,Nex-N2-Pro,沉浸式体验设计,0,0,0
c709c2c5a121,Nex-N2-Pro,博物馆导览讲解,0,0,0
f4d19c811602,Nex-N2-Pro,历史场景叙事,0,0,0
dbf916bbc0e3,Nex-N2-Pro,沉浸式体验设计,0,0,0
6e041955c5be,Nex-N2-Pro,博物馆导览讲解,0,0,0
941593ce884e,Nex-N2-Pro,历史场景叙事,0,0,0
cbfa90005336,Nex-N2-Pro,沉浸式体验设计,0,0,0
5867f25a24ad,Nex-N2-Pro,博物馆导览讲解,0,0,0
472f37c24663,Nex-N2-Pro,历史场景叙事,0,0,0
c81f9a2c569a,Nex-N2-Pro,沉浸式体验设计,0,0,0
e9f01b3da5b9,Nex-N2-Pro,博物馆导览讲解,7,0,0
d29698127c5a,Nex-N2-Pro,历史场景叙事,0,0,0
db8250895472,Nex-N2-Pro,沉浸式体验设计,0,0,0
211eda708136,Nex-N2-Pro,博物馆导览讲解,0,0,0
4e76a751d431,Nex-N2-Pro,历史场景叙事,0,0,0
cbb7c259327c,Nex-N2-Pro,沉浸式体验设计,0,0,0
3f64297c392a,Nex-N2-Pro,博物馆导览讲解,0,0,0
231339a51527,Nex-N2-Pro,历史场景叙事,0,0,0
449ed3518048,Nex-N2-Pro,沉浸式体验设计,0,0,0
c65159440ac6,Nex-N2-Pro,博物馆导览讲解,0,0,0
82cf7a1f4cff,Nex-N2-Pro,历史场景叙事,0,0,0
45a25d0d2b5a,Nex-N2-Pro,沉浸式体验设计,0,0,0
b889ff11d36b,MiniMax-M2.5,博物馆导览讲解,1,1,0
867f3be8ad93,MiniMax-M2.5,历史场景叙事,3,0,0
02c95d59b793,MiniMax-M2.5,沉浸式体验设计,14,0,44
d8540a0cf942,MiniMax-M2.5,博物馆导览讲解,10,2,0
f7031a716904,MiniMax-M2.5,历史场景叙事,6,0,0
95aaed5b9809,MiniMax-M2.5,沉浸式体验设计,7,2,22
848a50da8a33,MiniMax-M2.5,博物馆导览讲解,10,0,1
9c59e65798a8,MiniMax-M2.5,历史场景叙事,3,1,0
9b5457c1f899,MiniMax-M2.5,沉浸式体验设计,5,1,34
27a93bce51ae,MiniMax-M2.5,博物馆导览讲解,8,0,0
9f74dbed7f13,MiniMax-M2.5,历史场景叙事,5,1,0
3a341f99a285,MiniMax-M2.5,沉浸式体验设计,21,1,10
bbd0d1a21d9b,MiniMax-M2.5,博物馆导览讲解,6,0,0
0352235727f2,MiniMax-M2.5,历史场景叙事,5,0,0
ee50ced272b3,MiniMax-M2.5,沉浸式体验设计,21,0,13
53c0011d0d8e,MiniMax-M2.5,博物馆导览讲解,11,0,0
57ecf0d05f1d,MiniMax-M2.5,历史场景叙事,11,0,0
bcae5b95c245,MiniMax-M2.5,沉浸式体验设计,13,1,14
a69dbf92a716,MiniMax-M2.5,博物馆导览讲解,3,0,0
2038a4e04822,MiniMax-M2.5,历史场景叙事,2,0,0
440b43d85f71,MiniMax-M2.5,沉浸式体验设计,11,1,8
226173715a0b,MiniMax-M2.5,博物馆导览讲解,7,0,0
b0e917a82cbf,MiniMax-M2.5,历史场景叙事,4,0,0
603fe58763ff,MiniMax-M2.5,沉浸式体验设计,16,1,5
b5a67c456707,MiniMax-M2.5,博物馆导览讲解,4,0,0
b07032a9b42a,MiniMax-M2.5,历史场景叙事,9,1,0
c2fc35f8a6d1,MiniMax-M2.5,沉浸式体验设计,8,1,28
ef0814ab2178,MiniMax-M2.5,博物馆导览讲解,9,1,0
d7b0662f3d4e,MiniMax-M2.5,历史场景叙事,18,0,0
7e2fdaf2f8bf,MiniMax-M2.5,沉浸式体验设计,8,0,6
b95ca460cb16,MiniMax-M2.5,博物馆导览讲解,4,1,0
9b9c5fd83347,MiniMax-M2.5,历史场景叙事,2,0,0
56465d797e61,MiniMax-M2.5,沉浸式体验设计,13,1,12
0eb4795c3def,MiniMax-M2.5,博物馆导览讲解,6,1,0
73d2d5cd339c,MiniMax-M2.5,历史场景叙事,11,1,0
8ace1017241a,MiniMax-M2.5,沉浸式体验设计,19,1,14
cdbe741b514e,MiniMax-M2.5,博物馆导览讲解,4,2,0
d2247366cd92,MiniMax-M2.5,历史场景叙事,6,0,0
c5cd34513bdf,MiniMax-M2.5,沉浸式体验设计,9,2,18
f15e214752a3,MiniMax-M2.5,博物馆导览讲解,4,0,0
c238f8ee21fc,MiniMax-M2.5,历史场景叙事,5,1,0
81b13b32fc4c,MiniMax-M2.5,沉浸式体验设计,0,0,15
7bd7afaa7a32,MiniMax-M2.5,博物馆导览讲解,7,0,0
03ffbf446b74,MiniMax-M2.5,历史场景叙事,0,0,0
5a5d2a2bc806,MiniMax-M2.5,沉浸式体验设计,14,3,17
183172edfbab,MiniMax-M2.5,博物馆导览讲解,0,0,0
6b0868224e68,MiniMax-M2.5,历史场景叙事,3,0,0
30909d991d0d,MiniMax-M2.5,沉浸式体验设计,6,1,36
f9bebd2a2b84,MiniMax-M2.5,博物馆导览讲解,3,0,0
8b933740be98,MiniMax-M2.5,历史场景叙事,4,0,0
6c80f5b627f1,MiniMax-M2.5,沉浸式体验设计,9,0,5
f451042b5ff5,MiniMax-M2.5,博物馆导览讲解,8,1,0
ff41977910fd,MiniMax-M2.5,历史场景叙事,4,0,0
69faf9a97b01,MiniMax-M2.5,沉浸式体验设计,17,0,13
848f30762fe6,MiniMax-M2.5,博物馆导览讲解,4,2,0
7534c5ac54d1,MiniMax-M2.5,历史场景叙事,1,1,0
7973e292a7fd,MiniMax-M2.5,沉浸式体验设计,24,1,24
e66ae98d2f06,MiniMax-M2.5,博物馆导览讲解,4,0,0
bda7240c78ce,MiniMax-M2.5,历史场景叙事,10,1,0
09504460b63b,MiniMax-M2.5,沉浸式体验设计,9,0,11
98b93065128f,Pro-MiniMax-M2.5,博物馆导览讲解,4,0,0
f26051dadfa7,Pro-MiniMax-M2.5,历史场景叙事,5,0,0
2ba023d5970e,Pro-MiniMax-M2.5,沉浸式体验设计,9,0,15
9cf4594dfd49,Pro-MiniMax-M2.5,博物馆导览讲解,7,2,2
a7efca6ba2a2,Pro-MiniMax-M2.5,历史场景叙事,9,0,0
98b3d3f6c94b,Pro-MiniMax-M2.5,沉浸式体验设计,8,0,9
65a70d5a704b,Pro-MiniMax-M2.5,博物馆导览讲解,2,0,0
05ffd87b3af2,Pro-MiniMax-M2.5,历史场景叙事,11,1,0
87da0410540f,Pro-MiniMax-M2.5,沉浸式体验设计,3,2,19
b27ccb8b5628,Pro-MiniMax-M2.5,博物馆导览讲解,7,1,0
7b8fae3baf1c,Pro-MiniMax-M2.5,历史场景叙事,6,3,0
dfbecbbeab7b,Pro-MiniMax-M2.5,沉浸式体验设计,8,2,36
